;filename;camera_id;datetime;frame_id;label_class;x;y;w;h;confidence
0;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1380;8;1432;615;360;253;0.903457
1;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1381;8;1398;622;370;261;0.845339
2;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1382;8;1382;613;411;251;0.851941
3;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1383;8;1361;607;438;233;0.906354
4;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1384;8;1339;613;461;250;0.86806
5;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1385;8;1323;604;511;251;0.817629
6;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1386;8;1305;602;540;242;0.865698
7;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1387;8;1275;597;543;243;0.86006
8;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1388;8;1239;589;537;271;0.887078
9;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1389;8;1217;582;566;275;0.870417
10;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1390;8;1198;580;582;263;0.88764
11;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1391;8;1177;570;595;271;0.902303
12;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1392;8;1161;565;617;259;0.918297
13;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1393;8;1094;563;546;247;0.926489
14;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1394;8;1062;554;536;251;0.914816
15;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1395;8;1034;548;523;249;0.923323
16;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1396;8;1000;544;508;244;0.926622
17;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1397;8;973;537;487;242;0.912609
18;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1398;8;942;530;479;245;0.914403
19;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1399;8;911;526;474;239;0.913589
20;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1400;8;884;520;442;227;0.920416
21;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1401;8;858;514;432;229;0.927324
22;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1402;8;835;505;426;232;0.921539
23;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1403;8;809;502;410;229;0.918976
24;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1404;8;795;499;376;220;0.919515
25;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1405;8;772;498;355;212;0.908911
26;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1406;8;745;497;353;199;0.897757
27;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1407;8;711;487;370;210;0.911538
28;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1408;8;695;482;353;210;0.897723
29;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1409;8;672;485;343;188;0.884262
30;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1410;8;653;479;333;185;0.901368
31;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1411;8;632;475;330;182;0.892207
32;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1412;8;618;465;319;194;0.904177
33;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1413;8;598;467;312;175;0.901504
34;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1414;8;582;462;302;168;0.909666
35;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1415;8;566;455;294;172;0.897949
36;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1416;8;557;453;295;173;0.890029
37;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1417;8;537;450;284;175;0.853014
38;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1418;8;517;449;262;171;0.859358
39;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1419;8;504;441;256;172;0.681554
40;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1420;8;470;438;210;164;0.441387
41;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1421;8;460;431;207;145;0.603897
42;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1422;8;455;427;211;145;0.643355
43;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1423;8;446;427;207;132;0.849494
44;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1424;8;442;432;201;127;0.89722
45;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1425;8;432;430;190;128;0.843648
46;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1426;8;425;436;181;117;0.823846
47;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1427;8;426;433;184;122;0.867458
48;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1428;8;409;428;150;120;0.758263
49;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1429;8;403;420;133;109;0.803646
50;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1430;8;397;419;121;105;0.835281
51;cfg_raw_cam_01_fhd_h265_20230708T111000.mkv;01;2023-07-08 11:10:00;1468;8;1513;683;364;262;0.739708
